MtR,AttC,TimeElapsed,AttNC,EpisodesSoFar,TimestepsSoFar,meankl,optimgain,entloss,TtR,Fce,surrgain,entropy
26.069798094507206,5.875,17101.372908353806,4.125,7215,1749823,0.008932114,9.07135e-08,0.0,448.5,0.17940000000000006,9.07135e-08,5.26323
23.767111404033777,6.365853658536586,17202.27771806717,3.6341463414634148,7256,1759858,0.010174639,4.4403077e-08,0.0,410.0,0.16519860627177702,4.4403077e-08,5.16571
24.10546868788932,7.075,17302.067449092865,2.925,7296,1769858,0.008933067,6.500244e-08,0.0,417.5,0.16699999999999998,6.500244e-08,5.2632294
23.074113160555427,6.878048780487805,17397.04581093788,3.1219512195121952,7337,1779863,0.010174781,1.461792e-07,0.0,402.9268292682927,0.16595121951219516,1.461792e-07,5.16571
21.6587652244308,7.097560975609756,17496.368494272232,2.902439024390244,7378,1789876,0.00893294,4.1503906e-08,0.0,377.3170731707317,0.15270544090056284,4.1503906e-08,5.2632294
22.548284921989033,6.523809523809524,17594.750947237015,3.4761904761904763,7420,1799759,0.010174387,2.5787353e-08,0.0,391.42857142857144,0.16367950128346168,2.5787353e-08,5.16571
23.11457286552834,6.238095238095238,17689.104238033295,3.761904761904762,7462,1809889,0.008933196,3.990173e-08,0.0,395.95238095238096,0.16283887475640052,3.990173e-08,5.2632294
23.995526833926043,5.951219512195122,17782.273612499237,4.048780487804878,7503,1819910,0.008933204,6.637573e-08,0.0,417.8048780487805,0.16818583042973287,6.637573e-08,5.3608394
23.82218528079561,6.625,17882.88408780098,3.375,7543,1829910,0.010174751,1.1428833e-07,0.0,415.75,0.1663,1.1428833e-07,5.2632294
23.774245122964114,6.829268292682927,17971.00406217575,3.1707317073170733,7584,1839947,0.008933204,4.005432e-08,0.0,415.3658536585366,0.17120105471324987,4.005432e-08,5.3608394
25.741752244217952,6.4,18071.82030940056,3.6,7624,1849947,0.008933102,6.3095094e-08,0.0,447.25,0.1789,6.3095094e-08,5.4584513
