optimgain,TimestepsSoFar,Tmc,EpisodesSoFar,Ptt,MpbtN,meankl,AttC,Tbt,entloss,MtR,MpbtA,TtR,surrgain,TimeElapsed,entropy,Tmt,AttNC
0.0043773917,2879997,21.44736842105263,14537,80.23905456067241,79.3798761859489,0.009579796,0.02631578947368421,338027.7894736842,0.0,-37.46774534389925,20.62012381405112,-65.52631578947368,0.0043773917,39787.25978684425,0.13336152,82.52631578947368,0.9736842105263158
0.0045791045,2889942,22.243243243243242,14574,79.50102134447566,79.62667592259521,0.008798078,0.05405405405405406,334875.6756756757,0.0,-37.05013268247371,20.3733240774048,-65.13513513513513,0.0045791045,39892.74016261101,0.1395615,81.75675675675676,0.9459459459459459
0.0038124116,2899919,20.657894736842106,14612,80.96820986300959,80.17674437675822,0.009859257,0.0,341153.6842105263,0.0,-38.11429416124122,19.82325562324177,-66.78947368421052,0.0038124116,39997.31474065781,0.1534206,83.28947368421052,1.0
0.003091919,2909963,21.756756756756758,14649,79.94863617274805,79.58987530437324,0.009092913,0.02702702702702703,336757.6216216216,0.0,-36.259853613448264,20.410124695626784,-65.48648648648648,0.003091919,40100.83566713333,0.14056751,82.21621621621621,0.972972972972973
0.0029808807,2919970,20.92105263157895,14687,80.71924531026458,79.28915285743041,0.008670733,0.0,339968.0,0.0,-37.31226436687356,20.71084714256958,-65.8157894736842,0.0029808807,40204.74171280861,0.14593674,83.0,1.0
0.0055522486,2929996,21.342105263157894,14725,80.341009506565,79.39977996234634,0.008968851,0.0,338566.7368421053,0.0,-36.793751005194956,20.60022003765365,-65.63157894736842,0.0055522486,40309.52679634094,0.13487194,82.65789473684211,1.0
0.005068647,2939840,22.37837837837838,14762,79.37608785843332,81.57387008138743,0.009618861,0.05405405405405406,334322.1621621622,0.0,-37.414251549777944,18.426129918612595,-66.5945945945946,0.005068647,40417.339247226715,0.1502703,81.62162162162163,0.9459459459459459
0.0048898286,2949980,21.05263157894737,14800,80.60159303789204,79.78583399818616,0.010165002,0.0,339536.84210526315,0.0,-37.580158199115594,20.214166001813833,-66.13157894736842,0.0048898286,40524.790743112564,0.15241836,82.89473684210526,1.0
0.004639163,2959922,21.62162162162162,14837,80.06696121513644,79.78851603856455,0.010308188,0.0,337089.7297297297,0.0,-36.96176129337147,20.211483961435455,-65.67567567567568,0.004639163,40629.77588701248,0.16184683,82.29729729729729,1.0
0.004994101,2969910,21.487179487179485,14876,80.20223630568344,79.14464878057525,0.010787622,0.02564102564102564,337867.4871794872,0.0,-37.21807489597942,20.85535121942474,-65.28205128205128,0.004994101,40734.50674653053,0.16533513,82.48717948717949,0.9743589743589743
0.005973057,2979799,22.513513513513512,14913,79.24581359487206,78.01114874186176,0.010394644,0.02702702702702703,333657.9459459459,0.0,-36.17659295741232,21.988851258138244,-63.567567567567565,0.005973057,40838.331897735596,0.17239165,81.45945945945945,0.972972972972973
0.0053054933,2989906,21.775,14953,79.9375079640007,78.82345505389343,0.0089039495,0.2,336793.6,0.0,-37.17891412675734,21.17654494610658,-64.8,0.0053054933,40950.09983706474,0.15578309,82.225,0.8
0.0035385224,2999793,22.0,14992,79.72657091355448,78.33979671536167,0.008475531,0.10256410256410256,335872.0,0.0,-36.60249170197825,21.660203284638353,-64.2051282051282,0.0035385224,41060.85901427269,0.15398586,82.0,0.8974358974358975
