optimgain,TimeElapsed,meankl,TimestepsSoFar,AttC,MtR,TtR,AttNC,entloss,Fce,surrgain,entropy,EpisodesSoFar
0.0061068204,15244.781364440918,0.003944007,3739878,0.04878048780487805,19.28018854205356,33.78048780487805,0.9512195121951219,0.0,0.13631849270873664,0.0061068204,0.16103317,17264
0.0075201904,15281.385845184326,0.0046674954,3749776,0.04878048780487805,19.32121067893284,34.073170731707314,0.9512195121951219,0.0,0.1406508591893283,0.0075201904,0.1601709,17305
0.008081735,15321.210127353668,0.0050063943,3759803,0.1111111111111111,18.138239380885317,31.57777777777778,0.8888888888888888,0.0,0.12806570048309182,0.008081735,0.14204411,17350
0.0077065,15363.756872653961,0.0047388277,3769940,0.1875,17.577287345333758,30.520833333333332,0.8125,0.0,0.12886448086475644,0.0077065,0.12727109,17398
0.00781223,15404.293500900269,0.004478639,3779965,0.11363636363636363,18.872467835378366,32.38636363636363,0.8863636363636364,0.0,0.13120202020202024,0.00781223,0.124371886,17442
0.0067398148,15441.900959014893,0.0038899544,3789858,0.07142857142857142,18.541655213163516,32.023809523809526,0.9285714285714286,0.0,0.13008308004052688,0.0067398148,0.11656167,17484
0.008062512,15482.422090053558,0.0048439223,3799871,0.06976744186046512,19.622379842154338,34.116279069767444,0.9302325581395349,0.0,0.140507399577167,0.008062512,0.11098463,17527
0.0088874325,15517.507722616196,0.0038446698,3809960,0.14893617021276595,16.483650243717786,28.93617021276596,0.851063829787234,0.0,0.1196744713235532,0.0088874325,0.12153104,17574
0.0077750245,15560.169330120087,0.0043731574,3819963,0.06976744186046512,18.713677050505485,32.53488372093023,0.9302325581395349,0.0,0.13013953488372096,0.0077750245,0.12602466,17617
0.006806271,15598.574594020844,0.0037234342,3829980,0.024390243902439025,19.293723998354427,33.65853658536585,0.975609756097561,0.0,0.13730846484935438,0.006806271,0.14438884,17658
0.008281351,15639.610677719116,0.005494153,3839997,0.024390243902439025,19.049548403385714,33.58536585365854,0.975609756097561,0.0,0.13434146341463415,0.008281351,0.121220425,17699
0.007843315,15679.360646009445,0.0050537544,3849998,0.024390243902439025,19.219848351849425,33.78048780487805,0.975609756097561,0.0,0.1351219512195122,0.007843315,0.12817615,17740
0.0087840995,15722.074375152588,0.0051836325,3859998,0.0,19.658876106552015,34.225,1.0,0.0,0.13690000000000002,0.0087840995,0.14024405,17780
0.0067787203,15761.691735744476,0.004240305,3869926,0.04878048780487805,19.61073065602119,34.36585365853659,0.9512195121951219,0.0,0.1392338770013467,0.0067787203,0.14435308,17821
0.006560886,15799.16656947136,0.004094303,3879944,0.09090909090909091,17.38580504314317,29.977272727272727,0.9090909090909091,0.0,0.1254992784992785,0.006560886,0.15310921,17865
0.008112547,15839.133235692978,0.005278169,3889945,0.024390243902439025,19.508318812051666,34.63414634146341,0.975609756097561,0.0,0.1385365853658537,0.008112547,0.16172776,17906
0.007838749,15878.339582681656,0.0052095605,3899890,0.15217391304347827,16.605310098952046,28.630434782608695,0.8478260869565217,0.0,0.1250323250450504,0.007838749,0.16563357,17952
0.008073055,15918.281575679779,0.004900312,3909892,0.047619047619047616,19.99114900085229,34.904761904761905,0.9523809523809523,0.0,0.1396190476190476,0.008073055,0.17734571,17994
0.0070687025,15958.415536880493,0.0039491975,3919948,0.09090909090909091,17.681396557234795,31.0,0.9090909090909091,0.0,0.12636535162950258,0.0070687025,0.16874912,18038
0.008540242,16001.71200799942,0.0052803173,3929982,0.09090909090909091,18.592691564650565,32.52272727272727,0.9090909090909091,0.0,0.13216927899686523,0.008540242,0.16465808,18082
0.008142142,16038.730495929718,0.0047232416,3939982,0.0,19.509776571479186,34.05,1.0,0.0,0.1362,0.008142142,0.1738052,18122
0.0071129273,16075.690262079239,0.0041207476,3949983,0.024390243902439025,19.66833853158565,34.8780487804878,0.975609756097561,0.0,0.13951219512195126,0.0071129273,0.1928959,18163
0.007258469,16115.290615558624,0.00450026,3959994,0.1111111111111111,17.960973273251426,31.288888888888888,0.8888888888888888,0.0,0.13441269841269843,0.007258469,0.17971255,18208
