entloss,TimeElapsed,AttC,optimgain,AttNC,meankl,surrgain,TimestepsSoFar,entropy,Fce,EpisodesSoFar,MtR,TtR
0.0,109846.56525278091,0.0,0.0014475317,10.0,0.0059035537,0.0014475317,3279844,-0.15333515,0.9640000000000001,13533,137.6785255817202,2410.0
0.0,110130.3842663765,0.0,0.0016689405,10.0,0.0059904396,0.0016689405,3289844,-0.1598283,0.9585000000000001,13573,136.85892470048174,2396.25
0.0,110420.00357866287,0.0,0.0016547801,10.0,0.006319054,0.0016547801,3299844,-0.14949025,0.9661000000000002,13613,137.96069063793567,2415.25
0.0,110698.78295230865,0.0,0.0013823346,10.0,0.0059773256,0.0013823346,3309844,-0.12984516,0.9553,13653,136.43893386765492,2388.25
0.0,110976.85020327568,0.0,0.0011819056,10.0,0.0060411547,0.0011819056,3319844,-0.15984924,0.9549,13693,136.23959952821278,2387.25
0.0,111260.61381673813,0.0,0.0017556614,10.0,0.00854755,0.0017556614,3329844,-0.14435361,0.9446,13733,134.71163030816055,2361.5
0.0,111546.39041137695,0.0,0.0015319621,10.0,0.005677055,0.0015319621,3339844,-0.111854725,0.8974000000000004,13773,127.92001633856282,2243.5
0.0,111837.45010018349,0.0,0.0013457189,10.0,0.0050015952,0.0013457189,3349844,-0.14227511,0.9105000000000002,13813,129.74997841166658,2276.25
0.0,112125.47963452339,0.0,0.0012885727,10.0,0.005699111,0.0012885727,3359844,-0.15576987,0.9072000000000001,13853,129.327780780698,2268.0
0.0,112420.70220446587,0.0,0.0012400734,10.0,0.0054098503,0.0012400734,3369844,-0.12386563,0.9465999999999999,13893,135.14146850413903,2366.5
0.0,112727.8520359993,0.0,0.0013664474,10.0,0.0046557984,0.0013664474,3379844,-0.11313837,0.9335000000000002,13933,132.97138032963431,2333.75
0.0,113015.37561106682,0.0,0.0015363228,10.0,0.006811364,0.0015363228,3389844,-0.15786895,0.9544,13973,136.2371815771406,2386.0
0.0,113303.82454895973,0.0,0.0014939107,10.0,0.005013943,0.0014939107,3399844,-0.16972166,0.9567000000000002,14013,136.40617389232003,2391.75
0.0,113584.03840947151,0.0,0.0012179312,10.0,0.0048272926,0.0012179312,3409844,-0.15018658,0.9621999999999999,14053,137.29113776775762,2405.5
0.0,113859.44572615623,0.0,0.0011642542,10.0,0.0075410903,0.0011642542,3419844,-0.17570533,0.968,14093,138.24401259213863,2420.0
0.0,114155.62842535973,0.0,0.0012608817,10.0,0.006110446,0.0012608817,3429844,-0.21026045,0.9701000000000001,14133,138.58488500077902,2425.25
0.0,114434.48746538162,0.0,0.0014689174,10.0,0.0065860455,0.0014689174,3439844,-0.20663488,0.9715000000000004,14173,138.55666695825215,2428.75
0.0,114714.48765206337,0.0,0.0015007523,10.0,0.0057646297,0.0015007523,3449844,-0.20534672,0.9498000000000001,14213,135.76429113705797,2374.5
