meankl,EpisodesSoFar,TtR,optimgain,MpbtN,MtR,Tmc,Tbt,AttC,TimeElapsed,Tmt,entloss,surrgain,Ptt,entropy,AttNC,TimestepsSoFar,MpbtA
0.00896345,571,-728.4238178633975,0.0033036475,97.49314101443863,-67.09500429922387,29.31173380035026,306088.1260945709,10.0,1315.9099929332733,74.72854640980735,0.0,0.0033036475,72.91381943946631,0.6843592,0.0,9986,2.5068589855613146
0.010475564,1055,-712.2520661157025,0.003528133,96.69781334806683,-64.58971109362753,30.39876033057851,301733.02479338844,10.0,2426.4634845256805,73.66528925619835,0.0,0.003528133,71.9030736347557,0.65568167,0.0,19985,3.302186651933217
0.0088353,1440,-686.3896103896104,0.0042675175,94.68692564655672,-60.64683195802087,31.63896103896104,296965.3194805195,10.0,3299.126302957535,72.50129870129871,0.0,0.0042675175,70.76426997585207,0.61437505,0.0,29995,5.313074353443259
0.008035084,1724,-661.5140845070423,0.0042377054,91.74978329255798,-56.096585638658546,32.08450704225352,295402.3661971831,10.0,3929.9498257637024,72.11971830985915,0.0,0.0042377054,70.3667259386516,0.5673419,0.0,39984,8.25021670744196
0.0075869337,1855,-569.0076335877862,0.0032342258,80.1400055140651,-41.68815137819383,33.274809160305345,290909.80152671755,10.0,4230.891540527344,71.02290076335878,0.0,0.0032342258,69.28208365143875,0.541691,0.0,49925,19.859994485934923
0.0032529223,1911,-350.35714285714283,0.00030920867,51.79494779820351,-20.68376444482225,37.482142857142854,275821.71428571426,9.071428571428571,4374.417836904526,67.33928571428571,0.0,0.00030920867,65.50445597026952,0.50751585,0.9285714285714286,59892,48.205052201796484
0.0048313714,1966,-240.0,0.0012189196,36.627922288338496,-14.94733139186088,39.69090909090909,267133.67272727273,7.109090909090909,4519.629113197327,65.21818181818182,0.0,0.0012189196,63.46048712644363,0.49673733,2.890909090909091,69932,63.37207771166151
0.00609208,2026,-338.3333333333333,0.0014239099,49.91564096243585,-20.35548539312162,37.46666666666667,275729.06666666665,9.4,4669.465798616409,67.31666666666666,0.0,0.0014239099,65.50829549920886,0.50164115,0.6,79889,50.08435903756415
0.009996351,2083,-207.71929824561403,0.002850614,32.29016323452666,-13.715477868316729,40.89473684210526,262431.43859649124,4.473684210526316,4825.38026881218,64.0701754385965,0.0,0.002850614,62.35006084505252,0.44801,5.526315789473684,89824,67.70983676547333
0.00750561,2144,-361.4754098360656,0.0025713395,52.335941461095516,-21.641978644151045,35.98360655737705,281751.08196721313,9.295081967213115,4980.869433403015,68.78688524590164,0.0,0.0025713395,66.89368601549229,0.5065277,0.7049180327868853,99875,47.664058538904484
0.0018237103,2201,-207.19298245614036,0.000778558,31.893379509002372,-13.546419468891292,40.26315789473684,264730.94736842107,4.12280701754386,5140.841877222061,64.63157894736842,0.0,0.000778558,62.91839175019098,0.33285984,5.87719298245614,109934,68.10662049099761
0.008670199,2258,-230.0,0.0038902338,34.91671257077559,-15.53638903215828,39.19298245614035,269042.5263157895,2.2982456140350878,5300.403262376785,65.6842105263158,0.0,0.0038902338,63.91997157317202,0.35742164,7.701754385964913,119870,65.08328742922438
