AttC,EpisodesSoFar,Ptt,optimgain,TimeElapsed,MtR,AttNC,surrgain,TtR,TimestepsSoFar,entloss,MpbtN,MpbtA,Tbt,entropy,meankl,Tmc,Tmt
3.0,680,77.98332722306628,0.009741092,1546.8369071483612,-70.86469060821052,0.0,0.009741092,-227.5455882352941,10000,0.0,94.68371404919039,5.316285950809576,328192.0,0.6844349,0.008795105,23.870588235294118,80.125
3.0,1280,78.47212345450242,0.006291159,2919.9271228313446,-70.21206815605495,0.0,0.006291159,-227.595,19995,0.0,94.09878848783869,5.901211512161239,330328.74666666664,0.6598295,0.008468073,23.345,80.64666666666666
3.0,1782,78.82764445966397,0.009413584,4066.5162875652313,-68.56258492534117,0.0,0.009413584,-225.72908366533864,29992,0.0,92.88822091834615,7.111779081653813,331865.7529880478,0.6168165,0.00953014,22.96215139442231,81.0219123505976
3.0,2191,79.12708646572668,0.0118323555,5034.545454978943,-66.72085418793398,0.0,0.0118323555,-224.24449877750612,39986,0.0,91.9181841385524,8.08181586144768,333188.0684596577,0.55742383,0.009803724,22.640586797066014,81.34474327628362
3.0,2461,79.18305297251463,0.010814838,5662.971896886826,-62.10128141480989,0.0,0.010814838,-220.1,49986,0.0,90.16737322756731,9.832626772432725,333384.05925925926,0.49505535,0.009326269,22.57777777777778,81.39259259259259
2.976923076923077,2591,79.00222421080717,0.0057123164,5989.979708433151,-51.49078611471733,0.023076923076923078,0.0057123164,-207.85384615384615,59992,0.0,85.30929606221125,14.6907039377887,332658.2153846154,0.43738014,0.007545306,22.776923076923076,81.21538461538462
2.2413793103448274,2649,78.34660066564881,0.0046109557,6158.573500871658,-38.956585305864195,0.7586206896551724,0.0046109557,-184.18965517241378,69867,0.0,76.22490736576495,23.775092634235037,329728.0,0.3353508,0.0061828215,23.482758620689655,80.5
1.6341463414634145,2690,77.39019340644838,0.0025196334,6292.316460847855,-31.220090074622604,1.3658536585365855,0.0025196334,-166.17073170731706,79765,0.0,69.56465733562966,30.43534266437034,325582.0487804878,0.2838279,0.003750023,24.51219512195122,79.48780487804878
1.2380952380952381,2732,77.24613494834963,0.0033190572,6426.411459207535,-31.954946019355248,1.7619047619047619,0.0033190572,-164.57142857142858,89997,0.0,69.16094507107272,30.839054928927286,324949.3333333333,0.26541534,0.003758474,24.666666666666668,79.33333333333333
1.170731707317073,2773,76.9110314575501,0.0036073974,6562.168084383011,-31.95495028867886,1.829268292682927,0.0036073974,-161.34146341463415,99960,0.0,67.99886634048443,32.001133659515574,323484.0975609756,0.26788753,0.003235364,25.024390243902438,78.97560975609755
1.4390243902439024,2814,76.84566000429848,0.00384563,6698.984899044037,-31.8914516367927,1.5609756097560976,0.00384563,-161.9268292682927,109936,0.0,68.34919527110802,31.650804728891977,323184.39024390245,0.2845844,0.0034620094,25.097560975609756,78.90243902439025
1.7560975609756098,2855,77.05068730932565,0.0041394164,6834.760097980499,-31.494703891824827,1.2439024390243902,0.0041394164,-160.46341463414635,119757,0.0,67.5728410711887,32.42715892881129,324083.51219512196,0.29485157,0.0035118647,24.878048780487806,79.1219512195122
