EpisodesSoFar,TtR,Fce,TimestepsSoFar,TimeElapsed,MtR,optimgain,entloss,AttNC,surrgain,meankl,AttC,entropy
18251,72.38297872340425,0.10000790112308824,4009898,20713.508388757706,13.703887857946235,0.0013210907,0.0,1.8085106382978724,0.0013210907,0.0035967473,1.1914893617021276,1.3358278
18298,78.19148936170212,0.12777972465581972,4019941,20763.356256246567,15.073573878650983,0.0011149137,0.0,1.7446808510638299,0.0011149137,0.0016895477,1.2553191489361701,1.3033328
18341,84.27906976744185,0.1156013289036545,4029960,20819.751751422882,16.003381389130464,0.00088762207,0.0,1.813953488372093,0.00088762207,0.0015942218,1.186046511627907,1.2946787
18383,77.92857142857143,0.10648107448107454,4039757,20869.863547086716,14.860168855872654,0.0024140682,0.0,1.8095238095238095,0.0024140682,0.00666114,1.1904761904761905,1.286062
18425,79.07142857142857,0.10748962148962155,4049803,20920.040439605713,15.088494607061033,0.0013979584,0.0,1.8333333333333333,0.0013979584,0.0024913163,1.1666666666666667,1.2603726
18471,71.08695652173913,0.10738546651732683,4059877,20971.61988377571,13.421795942635399,0.0016610987,0.0,1.8478260869565217,0.0016610987,0.0019429317,1.1521739130434783,1.2269968
18513,80.07142857142857,0.10789961389961392,4069820,21022.532634973526,15.356220578431955,0.0022575601,0.0,2.0,0.0022575601,0.00881682,1.0,1.2119943
18555,74.35714285714286,0.10121212121212128,4079834,21076.14919114113,14.087107019675383,0.0012249858,0.0,2.119047619047619,0.0012249858,0.0035797658,0.8809523809523809,1.2503654
18603,75.75,0.11621085746947817,4089960,21127.165749311447,14.526626398566108,0.0014882652,0.0,1.6875,0.0014882652,0.00280583,1.3125,1.2597551
18647,86.11363636363636,0.12191659855296222,4099771,21177.642856121063,16.370098309528302,0.0001952362,0.0,1.6363636363636365,0.0001952362,0.005211323,1.3636363636363635,1.2476375
18695,71.0625,0.10887785976021273,4109991,21228.32674217224,13.489598890327414,0.00013703003,0.0,1.7708333333333333,0.00013703003,0.0034024029,1.2291666666666667,1.2502948
18738,81.69767441860465,0.11913729011403432,4119803,21283.38985800743,15.572343397639901,0.0007307739,0.0,1.8837209302325582,0.0007307739,0.0055001234,1.1162790697674418,1.2346605
18780,75.71428571428571,0.10095238095238097,4129807,21330.916471719742,14.40845277719441,0.0036489563,0.0,1.9285714285714286,0.0036489563,0.011094713,1.0714285714285714,1.2399092
18825,69.06666666666666,0.10466262626262629,4139846,21383.4296002388,13.585144016442339,0.0007493744,0.0,1.8666666666666667,0.0007493744,0.0021228911,1.1333333333333333,1.27897
18867,82.42857142857143,0.10990476190476194,4149854,21433.289319753647,15.70922010045679,0.00028213704,0.0,1.8333333333333333,0.00028213704,0.0040919306,1.1666666666666667,1.2555654
18909,74.35714285714286,0.0991428571428572,4159860,21488.997481822968,14.176256407998313,0.0008810567,0.0,1.9523809523809523,0.0008810567,0.0018909515,1.0476190476190477,1.2705076
18950,79.90243902439025,0.10653658536585368,4169863,21538.059443950653,15.247237928541264,0.0026988464,0.0,1.951219512195122,0.0026988464,0.010363502,1.048780487804878,1.2933341
18996,78.32608695652173,0.11523709999770733,4179997,21594.73281955719,14.785402857272173,0.0010710973,0.0,1.6521739130434783,0.0010710973,0.002905801,1.3478260869565217,1.2962649
19037,88.82926829268293,0.11843902439024394,4189998,21650.672226905823,16.84654437441483,0.001027919,0.0,1.853658536585366,0.001027919,0.0022275976,1.146341463414634,1.3084838
19082,80.13333333333334,0.13416296296296298,4199798,21705.538379907608,15.465097490288056,0.00085308024,0.0,1.6888888888888889,0.00085308024,0.0038193997,1.3111111111111111,1.3055828
19124,87.35714285714286,0.11647619047619051,4209802,21754.670854091644,16.611148869644712,0.0011549597,0.0,1.7619047619047619,0.0011549597,0.0030800228,1.2380952380952381,1.2889895
19169,76.73333333333333,0.1288,4219835,21806.567305088043,14.836413991203383,0.0006539462,0.0,1.7555555555555555,0.0006539462,0.0009902,1.2444444444444445,1.2985133
19217,73.5625,0.12579809079809082,4229903,21861.473274469376,13.979645948517259,0.0011031107,0.0,1.6666666666666667,0.0011031107,0.001706221,1.3333333333333333,1.3001299
19261,77.31818181818181,0.10410055865921791,4239860,21919.1601395607,14.713155026654569,0.0010827443,0.0,1.7045454545454546,0.0010827443,0.0017809047,1.2954545454545454,1.2994771
19307,75.97826086956522,0.11094499751151454,4249978,21968.464936494827,14.405740899671269,0.0006555308,0.0,1.7608695652173914,0.0006555308,0.0049737566,1.2391304347826086,1.3055412
19353,72.45652173913044,0.10388819875776399,4259757,22020.8089056015,13.676727172363004,0.0011147998,0.0,1.7173913043478262,0.0011147998,0.004890189,1.2826086956521738,1.2710361
19398,81.86666666666666,0.11513435003631078,4269796,22073.63955140114,15.65214009803205,0.00073490804,0.0,1.6444444444444444,0.00073490804,0.001471207,1.3555555555555556,1.2940667
19444,73.23913043478261,0.099501976284585,4279876,22129.89855504036,14.182938752304576,0.00028172863,0.0,1.826086956521739,0.00028172863,0.0009949432,1.173913043478261,1.2991946
19488,72.61363636363636,0.10430303030303036,4289888,22180.240083694458,13.926803493728466,0.0011665825,0.0,1.9090909090909092,0.0011665825,0.0015292835,1.0909090909090908,1.2949933
19533,77.73333333333333,0.10787632850241548,4299951,22233.471479654312,14.770465599584124,0.0012954869,0.0,1.711111111111111,0.0012954869,0.0036290765,1.288888888888889,1.3240864
19576,79.04651162790698,0.1297815362931642,4309986,22284.07190155983,15.24170292040697,0.001033611,0.0,1.744186046511628,0.001033611,0.005292551,1.255813953488372,1.3252789
19617,86.1219512195122,0.11482926829268297,4319760,22339.83712553978,16.19593602943805,0.0013134766,0.0,1.853658536585366,0.0013134766,0.0053334306,1.146341463414634,1.3077385
19663,78.65217391304348,0.11299179818280446,4329799,22386.986889600754,15.350394956994826,0.0005793271,0.0,1.5217391304347827,0.0005793271,0.0023358122,1.4782608695652173,1.3233612
19708,71.8,0.10119929453262788,4339830,22440.110810518265,13.633007198918959,0.0004947032,0.0,1.8666666666666667,0.0004947032,0.0027905446,1.1333333333333333,1.3079938
19754,72.78260869565217,0.12170222848241184,4349974,22494.32293200493,13.962380132746942,0.0009899195,0.0,1.8043478260869565,0.0009899195,0.0019969025,1.1956521739130435,1.3350456
19797,74.72093023255815,0.12734883720930235,4359770,22547.145342826843,14.151711481561364,0.00036115112,0.0,1.6744186046511629,0.00036115112,0.0012720607,1.3255813953488371,1.3314708
19839,82.14285714285714,0.11419047619047622,4369776,22593.337647676468,15.47394076433035,0.00027401326,0.0,1.7380952380952381,0.00027401326,0.0047665946,1.2619047619047619,1.4013678
19880,87.73170731707317,0.1169756097560976,4379777,22644.39279651642,16.6797023182617,0.0011518117,0.0,1.7073170731707317,0.0011518117,0.014821241,1.2926829268292683,1.402719
19924,79.0909090909091,0.11962730755834207,4389821,22696.016094207764,15.138886599715061,0.00068673526,0.0,1.8181818181818181,0.00068673526,0.0012735412,1.1818181818181819,1.3802036
19966,81.42857142857143,0.11779820351913378,4399873,22751.010215759277,15.306492947873407,0.0006547221,0.0,1.7857142857142858,0.0006547221,0.0031696833,1.2142857142857142,1.3888798
20008,85.35714285714286,0.11772549019607845,4409895,22800.258058071136,16.25270179434841,0.00033342678,0.0,1.880952380952381,0.00033342678,0.004776295,1.119047619047619,1.351321
20050,82.42857142857143,0.10990476190476194,4419897,22852.67567896843,15.674899456771296,0.00057718024,0.0,1.9285714285714286,0.00057718024,0.0021968693,1.0714285714285714,1.3847648
20094,82.8409090909091,0.11982483067172063,4429957,22910.075474739075,15.845899655924933,0.0014872521,0.0,1.75,0.0014872521,0.0032140955,1.25,1.3631709
20136,84.57142857142857,0.11767581010898982,4439810,22959.353988409042,16.07994031641134,0.0008155355,0.0,2.0,0.0008155355,0.0018561562,1.0,1.3757316
20178,78.42857142857143,0.10640531561461797,4449858,23009.69593143463,15.025998521731477,0.0016666972,0.0,1.8333333333333333,0.0016666972,0.0050416244,1.1666666666666667,1.3841938
20224,76.8913043478261,0.11237591142317044,4459904,23063.287895202637,14.412921595593346,0.00084555004,0.0,1.7826086956521738,0.00084555004,0.001356338,1.2173913043478262,1.3776487
20272,78.0625,0.11570609245609248,4469992,23115.348827123642,14.89595874855015,0.0007144531,0.0,1.5,0.0007144531,0.0040428727,1.5,1.3645142
20319,79.65957446808511,0.13887617819532713,4479828,23165.147074222565,15.148319072171608,0.0016408692,0.0,1.574468085106383,0.0016408692,0.0065926453,1.425531914893617,1.3570187
20361,84.0,0.1166666666666667,4489836,23217.414217472076,15.808365748311871,0.00082158257,0.0,2.0,0.00082158257,0.0018863087,1.0,1.3621849
20406,80.8,0.11305555261843923,4499816,23271.532915115356,15.572336393145251,0.000803038,0.0,1.511111111111111,0.000803038,0.0013463033,1.488888888888889,1.383863
20453,69.70212765957447,0.10262445281482237,4509909,23324.651933431625,13.131728870653534,0.00070086616,0.0,1.9574468085106382,0.00070086616,0.0012884883,1.0425531914893618,1.4136213
20499,75.84782608695652,0.11131577068608554,4519802,23374.51913881302,14.533681711746107,0.00054870045,0.0,1.673913043478261,0.00054870045,0.0008899146,1.326086956521739,1.4194448
20543,84.88636363636364,0.11618518518518517,4529838,23428.72243833542,16.11917474056968,0.0024699825,0.0,1.7272727272727273,0.0024699825,0.0068454333,1.2727272727272727,1.4411715
20586,83.79069767441861,0.1214192009540847,4539873,23477.51585125923,15.815558894194673,6.416118e-05,0.0,1.8837209302325582,6.416118e-05,0.00385813,1.1162790697674418,1.4071076
20634,73.0,0.12056132075471697,4549949,23531.969359874725,14.151551413069136,0.0010574666,0.0,1.7291666666666667,0.0010574666,0.0020409517,1.2708333333333333,1.4067266
20681,69.95744680851064,0.12566422313606293,4559755,23580.222120523453,13.526369108388426,0.00042668532,0.0,1.6170212765957446,0.00042668532,0.0010480048,1.3829787234042554,1.4284551
20728,73.53191489361703,0.10395136778115505,4569788,23634.27330470085,13.976022594981552,0.0005024404,0.0,1.5957446808510638,0.0005024404,0.0022638107,1.4042553191489362,1.426478
20772,80.6590909090909,0.11070129870129874,4579800,23682.608921289444,15.219746676644537,0.0006052811,0.0,1.7045454545454546,0.0006052811,0.0008004024,1.2954545454545454,1.4273688
20816,82.36363636363636,0.11189807162534438,4589914,23742.229880809784,15.965449610180537,0.00060513354,0.0,1.8636363636363635,0.00060513354,0.0048970296,1.1363636363636365,1.4543107
20863,71.23404255319149,0.12315289990241891,4599794,23791.37034869194,13.517185538466524,0.00088152697,0.0,1.6382978723404256,0.00088152697,0.0034881227,1.3617021276595744,1.4470237
20907,86.18181818181819,0.12358385450166275,4609890,23844.197759628296,16.477733929182016,0.0010841705,0.0,1.7272727272727273,0.0010841705,0.00275789,1.2727272727272727,1.453482
20948,87.8780487804878,0.11717073170731708,4619891,23894.235099554062,16.913512255746774,0.00095767213,0.0,2.0,0.00095767213,0.0047628907,1.0,1.4205784
21004,60.589285714285715,0.09127439006176549,4629808,23951.644751787186,11.56213628565227,0.0010625679,0.0,1.4642857142857142,0.0010625679,0.004737022,1.5357142857142858,1.4303739
21051,77.1063829787234,0.103457079970653,4639865,24002.54452419281,14.915406667333741,0.001516581,0.0,1.5957446808510638,0.001516581,0.0054700808,1.4042553191489362,1.4171588
21092,84.95121951219512,0.11326829268292687,4649870,24054.55698657036,15.643045477274292,0.0005741801,0.0,1.7560975609756098,0.0005741801,0.0037622917,1.2439024390243902,1.4189893
21137,76.8,0.11636336996337002,4659905,24104.47887468338,14.777210373450849,0.000925649,0.0,1.8666666666666667,0.000925649,0.00092319824,1.1333333333333333,1.4186916
21180,80.23255813953489,0.1102836790278651,4669805,24160.582490444183,15.434290163059565,0.0010848368,0.0,1.7906976744186047,0.0010848368,0.0022187326,1.2093023255813953,1.4521462
21232,71.76923076923077,0.11349816849816853,4679871,24216.8599319458,13.4448211715781,0.00074275513,0.0,1.4230769230769231,0.00074275513,0.0030496614,1.5769230769230769,1.4472309
21281,69.79591836734694,0.1019362134464176,4689940,24267.284770011902,13.312529210125446,0.00048308843,0.0,1.5918367346938775,0.00048308843,0.0019048159,1.4081632653061225,1.4601943
21323,86.64285714285714,0.11832080200501253,4699795,24316.76276230812,16.534770346269163,2.1004233e-05,0.0,1.7619047619047619,2.1004233e-05,0.005824447,1.2380952380952381,1.442019
21367,88.36363636363636,0.12209090909090911,4709823,24368.099917650223,16.85168330362413,0.0010913188,0.0,1.6818181818181819,0.0010913188,0.0011732796,1.3181818181818181,1.4564643
21413,83.34782608695652,0.14019664093057496,4719824,24423.739932775497,16.06521117373759,0.0007054459,0.0,1.608695652173913,0.0007054459,0.0026980687,1.391304347826087,1.4425484
21457,89.18181818181819,0.12465922381711855,4729858,24475.84772348404,17.264026225769474,0.00060133054,0.0,1.6363636363636365,0.00060133054,0.004849205,1.3636363636363635,1.4343233
21501,77.93181818181819,0.1070649350649351,4739872,24529.666988134384,14.728233835703518,0.00027312597,0.0,1.6818181818181819,0.00027312597,0.0030134653,1.3181818181818181,1.3967738
21545,79.9090909090909,0.10989810649649545,4749966,24577.9599545002,14.879110169976098,0.00032492104,0.0,1.7727272727272727,0.00032492104,0.0016836675,1.2272727272727273,1.4299314
21587,81.78571428571429,0.11620013166556947,4759777,24632.428968429565,15.591252256945097,0.00079172617,0.0,1.9523809523809523,0.00079172617,0.0013448138,1.0476190476190477,1.4469002
21628,81.8048780487805,0.10907317073170737,4769782,24681.09756875038,15.486137721847058,0.0002016037,0.0,1.951219512195122,0.0002016037,0.0070720483,1.048780487804878,1.521929
21673,77.86666666666666,0.10999365079365081,4779835,24734.269115447998,14.556154422811192,0.00013772583,0.0,1.6,0.00013772583,0.0016006178,1.4,1.5133921
21717,79.0909090909091,0.12809090909090906,4789843,24782.150326013565,14.885048014616855,0.0015196182,0.0,1.75,0.0015196182,0.010887401,1.25,1.5308424
21764,80.42553191489361,0.11950778299714473,4799904,24839.677293777466,15.313329224638618,0.0006534551,0.0,1.574468085106383,0.0006534551,0.0051014894,1.425531914893617,1.5375104
21812,77.25,0.11204748029748031,4809968,24892.59507703781,14.604874624808351,0.0004783119,0.0,1.5625,0.0004783119,0.00027260353,1.4375,1.5362982
21862,77.1,0.12653408568443053,4819857,24945.07621240616,14.986373496490357,0.0003134425,0.0,1.56,0.0003134425,0.0043318886,1.44,1.5262784
21911,78.48979591836735,0.1632874760869976,4829797,24994.349642038345,15.352146062296104,0.0006917867,0.0,1.4285714285714286,0.0006917867,0.0005473464,1.5714285714285714,1.5250224
21954,94.67441860465117,0.13399642218246868,4839826,25051.997050523758,18.267654562261065,0.0007793457,0.0,1.7674418604651163,0.0007793457,0.002209933,1.2325581395348837,1.5505775
22007,76.18867924528301,0.14135072408990274,4849812,25104.4953687191,14.763960378635984,0.00082177325,0.0,1.3962264150943395,0.00082177325,0.0020249386,1.6037735849056605,1.5405685
22054,84.57446808510639,0.11727191956979192,4859859,25157.10092997551,15.841084033833459,0.0011646835,0.0,1.5106382978723405,0.0011646835,0.006273681,1.4893617021276595,1.5248609
22101,81.31914893617021,0.11428166160081055,4869930,25205.88408088684,15.669846669501446,0.0004909612,0.0,1.5319148936170213,0.0004909612,0.0019561162,1.4680851063829787,1.5104544
22143,89.21428571428571,0.11895238095238096,4879936,25256.5332300663,16.814606618309384,0.0016896779,0.0,1.6904761904761905,0.0016896779,0.009130554,1.3095238095238095,1.5028938
22188,83.6,0.12110563991678544,4889788,25306.68624520302,15.680524977239303,0.0008193634,0.0,1.6444444444444444,0.0008193634,0.0027189339,1.3555555555555556,1.4976445
22239,81.58823529411765,0.13144462463347914,4899861,25359.97976875305,15.61501909521493,0.0008491422,0.0,1.411764705882353,0.0008491422,0.00158071,1.588235294117647,1.4774193
22286,80.36170212765957,0.11390518114802783,4909950,25412.00606751442,15.2132424653343,0.00072781066,0.0,1.553191489361702,0.00072781066,0.00524609,1.446808510638298,1.4658544
22330,88.77272727272727,0.12842593769866498,4919980,25461.870393514633,16.94634814318942,0.00052438746,0.0,1.6136363636363635,0.00052438746,0.0016836001,1.3863636363636365,1.4745662
22372,83.28571428571429,0.11818079096045202,4929795,25512.322362184525,16.02505377722294,0.0008882769,0.0,1.880952380952381,0.0008882769,0.005395259,1.119047619047619,1.4833536
22419,75.0,0.11408916651383634,4939869,25564.065756320953,14.527884171106741,0.0012884351,0.0,1.5957446808510638,0.0012884351,0.006842082,1.4042553191489362,1.4875399
22468,76.16326530612245,0.10929838061726027,4949797,25613.2399828434,14.634724265298305,0.001014863,0.0,1.469387755102041,0.001014863,0.0017807636,1.530612244897959,1.4744443
22516,82.5,0.1277707770822081,4959965,25661.015224933624,16.267097470598568,0.0009237188,0.0,1.6458333333333333,0.0009237188,0.0053888024,1.3541666666666667,1.4631255
22563,84.57446808510639,0.13696336747277837,4969971,25716.24107670784,15.919287971839623,0.0006488312,0.0,1.4893617021276595,0.0006488312,0.0031186142,1.5106382978723405,1.4641122
22613,79.14,0.14133355092761743,4979878,25769.874576568604,15.133147795734846,0.0006633306,0.0,1.44,0.0006633306,0.004347284,1.56,1.4789268
22661,82.875,0.12542758367269938,4989911,25815.04932785034,16.298947976308863,0.0006405131,0.0,1.4375,0.0006405131,0.0023020613,1.5625,1.4923005
22714,81.05660377358491,0.13451020076198983,4999824,25868.243299245834,15.596941616067172,0.0010725276,0.0,1.2075471698113207,0.0010725276,0.0050045596,1.7924528301886793,1.4731106
