entropy,TimestepsSoFar,TimeElapsed,AttC,meankl,TtR,MtR,AttNC,Tmt,entloss,Tmc,Tbt,Ptt,surrgain,MpbtN,MpbtA,EpisodesSoFar,optimgain
0.28805763,159808,10087.97986793518,0.38461538461538464,0.004875242,-70.53846153846153,-39.707538217532765,0.6153846153846154,83.07692307692308,0.0,20.846153846153847,340283.07692307694,80.78566798837429,0.0057463697,84.90255386336192,15.097446136638077,3964,0.0057463697
0.24939454,169873,10206.4995367527,0.30952380952380953,0.0052302247,-69.71428571428571,-40.71209196017267,0.6904761904761905,82.54761904761905,0.0,21.428571428571427,338115.04761904763,80.25471207593351,0.0067571504,84.42573393622364,15.57426606377637,4006,0.0067571504
0.21736734,179733,10324.053236961365,0.41025641025641024,0.0039417045,-70.05128205128206,-38.4722167638113,0.5897435897435898,82.76923076923077,0.0,21.128205128205128,339022.76923076925,80.52054653661261,0.005339824,84.59008004743251,15.4099199525675,4045,0.005339824
0.23203173,189824,10433.943568229675,0.21052631578947367,0.0057225525,-70.86842105263158,-40.09140051663096,0.7894736842105263,82.6842105263158,0.0,21.210526315789473,338674.5263157895,80.44282680887527,0.00539718,85.65350878606884,14.346491213931161,4083,0.00539718
0.22171484,199713,10545.161481142044,0.3157894736842105,0.003957108,-71.84210526315789,-40.77776933402138,0.6842105263157895,82.89473684210526,0.0,21.07894736842105,339536.84210526315,80.5783334518044,0.0054351203,86.62189574977656,13.378104250223434,4121,0.0054351203
0.24137908,209784,10654.533116102219,0.32432432432432434,0.0038967025,-72.83783783783784,-40.51215259211929,0.6756756756756757,83.02702702702703,0.0,20.89189189189189,340078.7027027027,80.74194424764741,0.005517129,87.64527662240343,12.354723377596578,4158,0.005517129
0.24142905,219750,10767.440418243408,0.5526315789473685,0.0032040123,-71.1842105263158,-39.52690861468294,0.4473684210526316,82.23684210526316,0.0,21.710526315789473,336842.1052631579,79.98711152659986,0.0038623963,86.56309798033526,13.43690201966473,4196,0.0038623963
0.28128675,229815,10877.066465377808,0.2631578947368421,0.0049965438,-71.07894736842105,-40.1444957416728,0.7368421052631579,82.63157894736842,0.0,21.289473684210527,338458.94736842107,80.37471075648632,0.0064823776,85.98959125634829,14.010408743651686,4234,0.0064823776
0.24596934,239861,10992.008480072021,0.5384615384615384,0.0032717888,-68.97435897435898,-38.32044933869683,0.46153846153846156,82.38461538461539,0.0,21.58974358974359,337447.3846153846,80.10376126093767,0.0031110197,83.6946966849093,16.305303315090693,4273,0.0031110197
0.26325092,249789,11104.767500162125,0.3783783783783784,0.0046886164,-68.45945945945945,-37.78474939359814,0.6216216216216216,81.89189189189189,0.0,22.10810810810811,335429.1891891892,79.62431757715844,0.0045864624,83.58067569159391,16.41932430840608,4310,0.0045864624
0.24823272,259806,11220.479108810425,0.625,0.0028199558,-70.525,-39.71681466142642,0.375,82.775,0.0,21.125,339046.4,80.52505884945113,0.004320123,85.15770331483938,14.842296685160614,4350,0.004320123
0.25866237,269774,11334.655744075775,0.75,0.0032703332,-70.375,-39.63154102177003,0.25,82.325,0.0,21.625,337203.2,80.06746963103076,0.004190005,85.46715589527831,14.532844104721699,4390,0.004190005
0.22712462,279875,11454.70315361023,0.6341463414634146,0.005709881,-70.29268292682927,-39.09361520088745,0.36585365853658536,82.63414634146342,0.0,21.317073170731707,338469.46341463417,80.35352679421253,0.007110388,85.05940773488312,14.9405922651169,4431,0.007110388
