optimgain,EpisodesSoFar,Fce,entloss,AttNC,surrgain,entropy,TimestepsSoFar,TtR,AttC,MtR,TimeElapsed,meankl
0.00037537277,12575,1.0,0.0,10.0,0.00037537277,-0.61618096,3049965,2500.0,0.0,142.8784238871937,89460.0695734024,0.008933102
0.00021979958,12615,1.0,0.0,10.0,0.00021979958,-0.71377295,3059965,2500.0,0.0,142.8784238871937,89672.10266304016,0.010174781
0.00010117513,12655,1.0,0.0,10.0,0.00010117513,-0.61618096,3069965,2500.0,0.0,142.8784238871937,89906.0675444603,0.008933416
0.00010411387,12695,1.0,0.0,10.0,0.00010411387,-0.5185925,3079965,2500.0,0.0,142.8784238871937,90129.20875072479,0.008933204
0.00018004463,12735,1.0,0.0,10.0,0.00018004463,-0.61618096,3089965,2500.0,0.0,142.8784238871937,90361.95766186714,0.010174751
4.5391826e-05,12775,1.0,0.0,10.0,4.5391826e-05,-0.5185925,3099965,2500.0,0.0,142.8784238871937,90585.61063575745,0.008933204
0.000108621876,12815,1.0,0.0,10.0,0.000108621876,-0.61618096,3109965,2500.0,0.0,142.8784238871937,90788.19195389748,0.010174863
0.00019310051,12855,1.0,0.0,10.0,0.00019310051,-0.71377295,3119965,2500.0,0.0,142.8784238871937,90996.73437833786,0.010174751
0.0005850011,12895,1.0,0.0,10.0,0.0005850011,-0.61618096,3129965,2500.0,0.0,142.8784238871937,91203.87040925026,0.008933204
0.0003905553,12935,1.0,0.0,10.0,0.0003905553,-0.5185926,3139965,2500.0,0.0,142.8784238871937,91410.33168363571,0.008933102
0.00034794572,12975,1.0,0.0,10.0,0.00034794572,-0.42100182,3149965,2500.0,0.0,142.8784238871937,91613.47817397118,0.008933204
0.00030756264,13015,1.0,0.0,10.0,0.00030756264,-0.5185926,3159965,2500.0,0.0,142.8784238871937,91808.76616454124,0.010174781
0.00025982878,13055,1.0,0.0,10.0,0.00025982878,-0.42100182,3169965,2500.0,0.0,142.8784238871937,92013.14793252945,0.008933416
0.0001143353,13095,1.0,0.0,10.0,0.0001143353,-0.5185926,3179965,2500.0,0.0,142.8784238871937,92218.97728538513,0.010174751
8.363743e-05,13135,1.0,0.0,10.0,8.363743e-05,-0.42100173,3189965,2500.0,0.0,142.8784238871937,92415.94355344772,0.008933204
6.679842e-05,13175,1.0,0.0,10.0,6.679842e-05,-0.32341295,3199965,2500.0,0.0,142.8784238871937,92612.29411530495,0.008933204
7.596403e-05,13215,1.0,0.0,10.0,7.596403e-05,-0.2258249,3209965,2500.0,0.0,142.8784238871937,92814.4002263546,0.008933102
0.00010223049,13255,1.0,0.0,10.0,0.00010223049,-0.12823471,3219965,2500.0,0.0,142.8784238871937,93019.09468388557,0.008933204
0.00011098795,13295,1.0,0.0,10.0,0.00011098795,-0.22582486,3229965,2500.0,0.0,142.8784238871937,93219.77777552605,0.01017476
