entloss,meankl,surrgain,EpisodesSoFar,AttC,AttNC,TtR,Fce,TimestepsSoFar,TimeElapsed,entropy,optimgain,MtR
0.0,0.0045867506,0.000687361,10931,0.0,10.0,2455.75,0.9822999999999998,2659805,15644.991973400116,0.35919452,0.000687361,139.363879654868
0.0,0.0044357665,0.0007535832,10972,0.24390243902439024,9.75609756097561,2411.4634146341464,0.9699340028694403,2669822,15690.306757926941,0.4047429,0.0007535832,137.06209976950709
0.0,0.00589181,0.0008045598,11012,0.0,10.0,2465.75,0.9863000000000002,2679822,15736.522836446762,0.36610636,0.0008045598,140.1868048915934
0.0,0.0063932505,0.00084910705,11052,0.0,10.0,2456.0,0.9823999999999998,2689822,15782.7461643219,0.35287565,0.00084910705,139.62676078511785
0.0,0.006674432,0.0010077999,11092,0.0,10.0,2442.75,0.9770999999999997,2699822,15828.557624101639,0.29624602,0.0010077999,138.84040149280725
0.0,0.0046503893,0.00061357935,11132,0.0,10.0,2425.25,0.9701000000000001,2709822,15873.937066793442,0.28205872,0.00061357935,137.51845950681303
0.0,0.006673337,0.0006685878,11172,0.0,10.0,2433.5,0.9733999999999996,2719822,15919.881141901016,0.2807804,0.0006685878,137.95781178434694
0.0,0.003728118,0.0005218576,11212,0.0,10.0,2373.75,0.9494999999999998,2729822,15967.06000995636,0.2814442,0.0005218576,134.47081253571736
0.0,0.004009855,0.0010510521,11252,0.0,10.0,2339.75,0.9359000000000002,2739822,16014.978157997131,0.26890567,0.0010510521,132.7147334066251
0.0,0.004652154,0.0007291174,11292,0.0,10.0,2332.5,0.9329999999999998,2749822,16061.475392103195,0.28294456,0.0007291174,132.39127559418532
0.0,0.0064644823,0.0009456215,11332,0.0,10.0,2314.25,0.9257,2759822,16109.789062976837,0.30346674,0.0009456215,131.07652909689864
0.0,0.0070638256,0.0010871403,11372,0.0,10.0,2258.75,0.9035000000000002,2769822,16156.693108081818,0.36444366,0.0010871403,128.23146548819597
0.0,0.0052541755,0.0012743403,11412,0.0,10.0,2206.25,0.8825,2779822,16204.241134643555,0.38836914,0.0012743403,125.3602114111117
0.0,0.0053032623,0.00072909635,11452,0.075,9.925,2205.0,0.8820000000000002,2789822,16251.46196937561,0.36152226,0.00072909635,125.31409424216505
0.0,0.004181045,0.00066723063,11492,0.0,10.0,2227.75,0.8911,2799822,16295.949012994766,0.37028757,0.00066723063,126.51472411690095
0.0,0.0062994612,0.00087549887,11532,0.0,10.0,2262.25,0.9049000000000001,2809822,16342.753904104233,0.40901563,0.00087549887,128.56526973685646
0.0,0.0045634443,0.00071137777,11572,0.0,10.0,2278.25,0.9113000000000001,2819822,16388.022355556488,0.40481648,0.00071137777,129.4048110125484
0.0,0.0060633062,0.0010279047,11612,0.0,10.0,2295.75,0.9183000000000001,2829822,16436.33122754097,0.36012492,0.0010279047,130.58017069572935
0.0,0.0054664942,0.0009180389,11652,0.05,9.95,2274.75,0.9099000000000002,2839822,16482.772468805313,0.42006263,0.0009180389,129.09363670624896
0.0,0.006653518,0.0006747751,11692,0.0,10.0,2249.25,0.8996999999999999,2849822,16530.099004507065,0.4120973,0.0006747751,127.64770358417017
0.0,0.007415165,0.0010280183,11732,0.0,10.0,2217.25,0.8869000000000001,2859822,16576.555898666382,0.40875,0.0010280183,126.08329780019503
