AttC,Fce,EpisodesSoFar,TtR,AttNC,TimestepsSoFar,meankl,entropy,surrgain,TimeElapsed,optimgain,entloss,MtR
0.0,1.0,13021,2500.0,10.0,3149883,0.010170572,-2.9051328,0.0002738167,31680.94747018814,0.0002738167,0.0,142.8784238871937
0.0,1.0,13061,2500.0,10.0,3159883,0.010174781,-3.0026925,0.0002493396,31778.568138837814,0.0002493396,0.0,142.8784238871937
0.0,1.0,13101,2500.0,10.0,3169883,0.008931985,-2.905134,0.00051919726,31871.160230875015,0.00051919726,0.0,142.8784238871937
0.0,1.0,13141,2500.0,10.0,3179883,0.010174781,-3.0027063,0.00017441154,31969.995396137238,0.00017441154,0.0,142.8784238871937
0.0,1.0,13181,2500.0,10.0,3189883,0.008933102,-2.905134,0.00046521187,32062.131631851196,0.00046521187,0.0,142.8784238871937
0.0,1.0,13221,2500.0,10.0,3199883,0.008933204,-2.80753,0.00031462437,32159.43015241623,0.00031462437,0.0,142.8784238871937
0.0,1.0,13261,2500.0,10.0,3209883,0.008933204,-2.7099602,0.00021079609,32258.00279211998,0.00021079609,0.0,142.8784238871937
0.0,1.0,13301,2500.0,10.0,3219883,0.008933204,-2.6123352,0.000581913,32357.075197458267,0.000581913,0.0,142.8784238871937
0.0,1.0,13341,2500.0,10.0,3229883,0.008933102,-2.5147705,0.00042276733,32448.747401952744,0.00042276733,0.0,142.8784238871937
0.0,1.0,13381,2500.0,10.0,3239883,0.008933416,-2.4172046,0.000698647,32541.179956912994,0.000698647,0.0,142.8784238871937
0.0,1.0,13421,2500.0,10.0,3249883,0.008933204,-2.3195822,0.00026567094,32641.18576860428,0.00026567094,0.0,142.8784238871937
0.0,1.0,13461,2500.0,10.0,3259883,0.010174781,-2.4172046,0.00053196907,32726.99754524231,0.00053196907,0.0,142.8784238871937
0.0,1.0,13501,2500.0,10.0,3269883,0.01017476,-2.5147705,0.00041310288,32827.083850860596,0.00041310288,0.0,142.8784238871937
0.0,1.0,13541,2500.0,10.0,3279883,0.008933416,-2.4172037,0.00077556947,32922.607189416885,0.00077556947,0.0,142.8784238871937
0.0,1.0,13581,2500.0,10.0,3289883,0.008933196,-2.3195822,2.1027841e-05,33018.637689590454,2.1027841e-05,0.0,142.8784238871937
0.0,1.0,13621,2500.0,10.0,3299883,0.010175116,-2.4172046,0.0001252934,33119.10073876381,0.0001252934,0.0,142.8784238871937
0.0,1.0,13661,2500.0,10.0,3309883,0.008933204,-2.3195822,0.00063041726,33221.76028585434,0.00063041726,0.0,142.8784238871937
0.0,1.0,13701,2500.0,10.0,3319883,0.008933204,-2.2220168,0.00034104977,33320.37993431091,0.00034104977,0.0,142.8784238871937
0.0,1.0,13741,2500.0,10.0,3329883,0.008933204,-2.1243987,0.00089890516,33422.404488801956,0.00089890516,0.0,142.8784238871937
0.0,1.0,13781,2500.0,10.0,3339883,0.010174863,-2.2220168,0.00033465843,33520.76859116554,0.00033465843,0.0,142.8784238871937
0.0,1.0,13821,2500.0,10.0,3349883,0.008933196,-2.1243987,0.00042701213,33610.26220035553,0.00042701213,0.0,142.8784238871937
0.0,1.0,13861,2500.0,10.0,3359883,0.008933102,-2.0268257,0.00021204041,33715.016899585724,0.00021204041,0.0,142.8784238871937
0.0,1.0,13901,2500.0,10.0,3369883,0.0023054744,-1.9780275,1.8612653e-05,33807.339589595795,1.8612653e-05,0.0,142.8784238871937
