Tmc,entloss,surrgain,Ptt,AttC,EpisodesSoFar,TimestepsSoFar,TimeElapsed,meankl,AttNC,MtR,TtR,optimgain,MpbtA,MpbtN,entropy,Tbt,Tmt
44.13333333333333,0.0,0.0019725158,59.319963540393026,4.883333333333334,2495,139851,7354.169542789459,0.0057501844,5.116666666666666,-11.966841276393524,-168.83333333333334,0.0019725158,72.21723241085758,27.78276758914243,0.37864137,249378.13333333333,60.88333333333333
42.65,0.0,0.0008873384,60.709605213542886,8.183333333333334,2555,149919,7608.346271038055,0.010968686,1.8166666666666667,-13.536031509252586,-201.16666666666666,0.0008873384,67.91602516243056,32.08397483756947,0.33963528,255385.6,62.35
43.101694915254235,0.0,0.0009095819,60.30067382667102,5.779661016949152,2614,159871,7874.702793121338,0.003285462,4.220338983050848,-12.211448069175141,-177.28813559322035,0.0009095819,71.41415265639618,28.585847343603845,0.31214565,253674.30508474575,61.932203389830505
43.28813559322034,0.0,0.0013689691,60.10908433763629,4.9491525423728815,2673,169858,8142.820696592331,0.0029139319,5.0508474576271185,-11.553797216752322,-167.28813559322035,0.0013689691,72.8605434471146,27.139456552885402,0.33642906,252771.7966101695,61.71186440677966
44.12903225806452,0.0,0.00097360136,59.323443175928716,6.67741935483871,2735,179956,8427.336887836456,0.0025922398,3.3225806451612905,-11.480724645481061,-166.61290322580646,0.00097360136,72.76712719428942,27.232872805710574,0.32785058,249393.5483870968,60.88709677419355
44.540983606557376,0.0,0.001803798,58.951035531581475,7.475409836065574,2796,189853,8725.956996440887,0.005273355,2.5245901639344264,-12.19265828068206,-172.95081967213116,0.001803798,71.47742223926306,28.52257776073692,0.3583659,247841.5737704918,60.50819672131148
41.733333333333334,0.0,0.0012257862,61.56093795421017,8.15,2856,199986,9022.082207202911,0.0054005776,1.85,-12.881196651707537,-195.5,0.0012257862,69.19290730395964,30.807092696040353,0.2828145,259003.73333333334,63.233333333333334
43.967213114754095,0.0,0.0015300276,59.4688063216454,4.065573770491803,2917,209869,9340.86396241188,0.0058779325,5.934426229508197,-12.529165366828375,-176.88524590163934,0.0015300276,70.86196797652637,29.138032023473652,0.34626406,249990.29508196723,61.032786885245905
42.526315789473685,0.0,0.0007415616,60.81208082275023,6.157894736842105,2974,219883,9653.26303768158,0.0036126282,3.8421052631578947,-11.34257145198796,-172.98245614035088,0.0007415616,72.49332028866219,27.506679711337767,0.2620369,255748.49122807017,62.43859649122807
44.049180327868854,0.0,0.001995078,59.39225494125432,4.770491803278689,3035,229936,9981.201479196548,0.0042575435,5.229508196721311,-11.579400361313674,-162.95081967213116,0.001995078,73.1784743147792,26.821525685220784,0.33490548,249654.55737704918,60.950819672131146
42.13559322033898,0.0,0.0011268405,61.18017315224491,7.203389830508475,3094,239960,10290.056062221527,0.003143271,2.7966101694915255,-11.403621786646125,-173.38983050847457,0.0011268405,72.62471989967281,27.3752801003272,0.27717757,257353.7627118644,62.83050847457627
44.14754098360656,0.0,0.0013557492,59.30713740333812,5.114754098360656,3155,249869,10591.692988157272,0.0049839425,4.885245901639344,-11.743938647777266,-166.2295081967213,0.0013557492,72.61355196779014,27.386448032209866,0.35827547,249318.81967213115,60.868852459016395
40.983050847457626,0.0,0.0009641718,62.260589646503206,8.23728813559322,3214,259988,10881.444818735123,0.0036245605,1.7627118644067796,-14.308838950564436,-224.74576271186442,0.0009641718,65.20375334576994,34.79624665423006,0.30347365,262005.15254237287,63.96610169491525
45.03389830508475,0.0,0.0011511798,58.47949187424109,6.677966101694915,3273,269840,11160.357810497284,0.003982694,3.3220338983050848,-11.322356493131453,-165.25423728813558,0.0011511798,72.58440410260235,27.415595897397647,0.34443027,245760.0,60.0
45.25806451612903,0.0,0.00095619453,58.254908132075506,7.903225806451613,3335,279886,11452.349669218063,0.004017641,2.096774193548387,-11.197049398864355,-160.80645161290323,0.00095619453,73.07115097037271,26.928849029627298,0.29419875,244702.96774193548,59.74193548387097
45.62903225806452,0.0,0.0010883278,57.90947374183493,5.645161290322581,3397,289884,11753.7572991848,0.0022383186,4.354838709677419,-11.357452725590633,-155.96774193548387,0.0010883278,73.6174259576451,26.382574042354925,0.3074956,243249.5483870968,59.38709677419355
45.26984126984127,0.0,0.001505636,58.248224490031106,5.571428571428571,3460,299873,12062.820088148117,0.004290845,4.428571428571429,-10.832140395901007,-149.84126984126985,0.001505636,74.81874939014106,25.181250609858946,0.34289736,244719.74603174604,59.74603174603175
